subject,predicate,object
C1422073,INTERACTS_WITH,C0017337
C0021853,LOCATION_OF,C0021831
C0599755,PROCESS_OF,C1655760
C0078388,TREATS,C3540840
C0221198,LOCATION_OF,C1550227
C0178913,PART_OF,C0042449
C0454270,COMPARED_WITH,C0006098
C0262401,TREATS(INFER),C0850292
C1335850,STIMULATES,C0148873
C1416419,INHIBITS,C1101610
C1415629,LOCATION_OF,C0282560
C0221198,TREATS,C0941218
C0205400,LOCATION_OF,C0038351
C4048280,USES,C1167909
C0445623,AFFECTS,C0009402
C0009402,DIAGNOSES,C0807878
C0262401,TREATS(INFER),C0683525
C0021933,CAUSES,C1096155
C1265996,PROCESS_OF,C0030705
C0009402,PREDISPOSES,C3538741
C3494163,LOCATION_OF,C0019994
C0006826,ASSOCIATED_WITH,C1824550
C1706832,ISA,C0009402
C0009429,USES,C0013227
C0279671,COEXISTS_WITH,C0027627
C0007134,TREATS(SPEC),C1517033
C0009566,ISA,C0740476
C0001418,PROCESS_OF,C0872097
C1825598,LOCATION_OF,C0024109
C0879290,ASSOCIATED_WITH,C0332448
C0027651,NEG_PRODUCES,C0010806
C0447187,NEG_AFFECTS,C0001418
C0006826,PROCESS_OF,C0029921
C0220630,DIAGNOSES,C0596473
C0870602,LOCATION_OF,C0065752
C0009566,AFFECTS,C1273428
C1881358,LOCATION_OF,C0521377
C2613365,AUGMENTS,C1414121
C2347168,TREATS,C0027651
C0265385,CAUSES,C0206530
C1367307,STIMULATES,C1540063
C0022885,DIAGNOSES,C0027627
C0872169,DIAGNOSES,C0206754
C0027651,ISA,C0006826
C0040300,LOCATION_OF,C0209278
C0030705,PART_OF,C0009375
C0007137,AFFECTS(SPEC),C0031511
C0017797,TREATS(INFER),C0007113
C0543467,TREATS(INFER),C0009324
C0796392,TREATS,C3898998
C2239176,DISRUPTS,C2239425
C0030705,PART_OF,C0009376
C0021933,OCCURS_IN,C0001675
C0013216,PRECEDES,C0728940
C0030705,PART_OF,C0009368
C0071097,INHIBITS,C0080065
C0009402,ASSOCIATED_WITH(INFER),C1418552
C0412620,DIAGNOSES,C0205255
C0027627,LOCATION_OF,C0229791
C0003211,PREDISPOSES,C0038454
C1420222,INTERACTS_WITH,C0010682
C1511790,COMPARED_WITH,C0087111
C0027627,LOCATION_OF,C0229792
C0227349,PART_OF,C0034693
C1706721,TREATS,C0030705
C2939419,TREATS,C0281548
C0278803,ASSOCIATED_WITH,C4300350
C0025474,LOCATION_OF,C0746405
C0027627,LOCATION_OF,C0229789
C0009324,TREATS,C0193072
C0043240,AFFECTS,C0333695
C0019158,ASSOCIATED_WITH,C0911014
C0003130,AUGMENTS,C1415113
C0086418,PART_OF,C0282639
C3470592,ASSOCIATED_WITH,C0006826
C0003617,LOCATION_OF,C0027627
C0034896,LOCATION_OF,C0311392
C0009324,TREATS,C0061200
C0334227,AFFECTS,C1155874
C0027361,PROCESS_OF,C0033213
C0087111,ADMINISTERED_TO,C0031831
C0000833,PROCESS_OF,C0030705
C0009274,TREATS,C0460048
C0039082,PROCESS_OF,C0027361
C0687028,LOCATION_OF,C0150312
C0079633,LOCATION_OF,C0040300
C0009402,AFFECTS,C0684312
C0016327,ASSOCIATED_WITH,C0009402
C1516213,TREATS,C0242939
C1412335,INHIBITS,C0057090
C1868801,USES,C0002475
C0032594,DISRUPTS,C0332448
C0012854,ISA,C0003320
C1319315,ASSOCIATED_WITH,C0086661
C0015252,TREATS,C0581833
C0021044,MEASURES,C0965245
C3887654,COEXISTS_WITH,C0007102
C1457887,CAUSES,C0006625
C1421405,LOCATION_OF,C1258005
C0027651,LOCATION_OF,C0341539
C0151317,CAUSES,C0004611
C0153439,PROCESS_OF,C0030705
C0009402,LOCATION_OF(SPEC),C0015392
C0034885,TREATS,C1273428
C1516213,AFFECTS,C0009402
C0021843,TREATS,C0282282
C1629836,ISA,C0599755
C0002978,USES,C0021234
C0013291,COEXISTS_WITH,C0032580
C0151544,PROCESS_OF,C0030705
C0021853,LOCATION_OF,C0682132
C0009404,ISA,C0265325
C4321237,PROCESS_OF,C0030705
C0006826,CAUSES,C0870883
C1825598,AFFECTS,C0006111
C2982391,INTERACTS_WITH,C1412344
C0001418,ISA,C0238003
C0022009,USES,C0524865
C0006826,ASSOCIATED_WITH,C3147783
C0312555,AFFECTS,C0334227
C1831914,USES,C0031809
C1868801,TREATS,C1334818
C0017262,AFFECTS,C0031740
C0041904,CAUSES,C1512233
C0027809,LOCATION_OF,C0030274
C0002062,TREATS,C0242379
C0596263,ASSOCIATED_WITH,C0673011
C0221198,LOCATION_OF,C1285092
C0001418,LOCATION_OF,C0596638
C0013227,STIMULATES,C2987342
C0004391,DISRUPTS(SPEC),C0001047
C0027651,DIAGNOSES,C0013516
C0812198,STIMULATES,C0664336
C0009402,TREATS(INFER),C1299802
C1518440,STIMULATES,C0084484
C0877373,ASSOCIATED_WITH,C1708130
C0125323,PRODUCES,C0017337
C0023516,LOCATION_OF,C0965245
C0011849,AFFECTS,C0948380
C0017952,DISRUPTS,C0084455
C0220908,PRECEDES,C1882982
C1335302,AFFECTS,C0700271
C1700929,METHOD_OF,C0459914
C3470496,PART_OF,C0006826
C0016059,LOCATION_OF,C0005400
C0021069,METHOD_OF,C0005863
C0341439,CAUSES,C0400966
C4282114,STIMULATES,C0334227
C1550661,LOCATION_OF,C1424212
C0007621,AFFECTS,C0025266
C0030705,PROCESS_OF,C2347948
C0030705,TREATS,C0085405
C0012634,AFFECTS,C0009462
C0000966,AUGMENTS,C0009375
C0543467,TREATS(INFER),C0010346
C0170127,COEXISTS_WITH,C1420105
C0020517,ASSOCIATED_WITH,C0069141
C1265824,COEXISTS_WITH,C0021390
C0016030,PART_OF,C0086418
C0026237,AFFECTS,C0162638
C0227388,LOCATION_OF,C0085255
C1704259,PROCESS_OF,C0030705
C1412268,LOCATION_OF,C0043210
C1273428,AFFECTS,C0030705
C0023374,COEXISTS_WITH,C0001418
C0079633,AUGMENTS,C0040300
C1373218,AFFECTS,C2936626
C0677862,LOCATION_OF,C0040048
C1824702,ASSOCIATED_WITH,C0017185
C0749736,TREATS,C0149978
C0205400,LOCATION_OF,C0028977
C0079218,ISA,C0012634
C0150312,COEXISTS_WITH,C0920269
C0009410,TREATS,C0332149
C0028606,COEXISTS_WITH,C0033413
C0031099,CAUSES,C0023690
C0732165,TREATS,C1336005
C0009375,PREDISPOSES,C2826293
C0010467,ISA,C0013227
C0242629,STIMULATES,C0041249
C0030705,PROCESS_OF,C0012819
C0742919,LOCATION_OF,C0021852
C0007113,PREDISPOSES,C0021390
C0001418,TREATS(INFER),C0400056
C0030705,PROCESS_OF,C0012813
C0184666,COEXISTS_WITH,C0445275
C0008858,LOCATION_OF,C0026237
C2744535,AFFECTS,C0009566
C0042232,LOCATION_OF,C0314761
C0686619,COEXISTS_WITH,C0009402
C0007620,AFFECTS,C0059804
C0010408,TREATS,C0494165
C0031099,CAUSES,C0023692
C0001418,ASSOCIATED_WITH,C1540054
C0699889,TREATS,C0193883
C0334292,PART_OF,C1256770
C0032584,COEXISTS_WITH,C0596263
C0009402,ASSOCIATED_WITH,C0075189
C1825598,ASSOCIATED_WITH,C0279626
C0009429,USES,C0243192
C0040300,LOCATION_OF,C1413274
C0664336,STIMULATES,C1367307
C0022614,TREATS,C0030200
C0599755,PROCESS_OF,C0679006
C1699633,DIAGNOSES,C1332243
C0013216,ISA,C1956962
C0009404,TREATS,C0008320
C0038351,PART_OF,C1707937
C0005558,LOCATION_OF,C0024109
C0024485,PRECEDES,C0006098
C0578022,PREDISPOSES,C0242379
C1537719,INTERACTS_WITH,C1332838
C0001047,AFFECTS,C1621396
C0026682,PREDISPOSES,C0007102
C0334227,NEG_PART_OF,C0225358
C0039082,ASSOCIATED_WITH,C1397014
C0009402,NEG_ASSOCIATED_WITH,C1418963
C0009402,TREATS(INFER),C0877071
C0030054,INTERACTS_WITH,C2936478
C0150312,PROCESS_OF,C0028829
C0024623,TREATS(INFER),C0016360
C4054479,DIAGNOSES,C4505151
C0009402,DIAGNOSES,C0009378
C0494165,PROCESS_OF,C0025266
C0282639,LOCATION_OF,C0021760
C0009402,TREATS,C0871799
C0023418,AFFECTS(SPEC),C0553580
C0334357,LOCATION_OF,C0030274
C1709846,MEASURES,C1333723
C0033572,PART_OF,C0333727
C3272283,TREATS(INFER),C0003211
C0400862,CAUSES,C0007097
C0227300,LOCATION_OF,C1850015
C4038855,TREATS,C0009402
C0087111,COMPARED_WITH,C1511790
C4055223,PREDISPOSES,C0439662
C2000799,INHIBITS,C3849574
C0007113,COEXISTS_WITH(SPEC),C1335690
C3850079,COMPARED_WITH,C0015252
C0009429,USES,C1979775
C0026682,INTERACTS_WITH,C0079189
C0149978,ISA,C0001418
C0596263,AFFECTS,C1514559
C0003130,AFFECTS,C0007102
C0013303,LOCATION_OF,C0238198
C1522577,TREATS,C0150312
C0040300,LOCATION_OF,C0968086
C1424135,DISRUPTS,C1880192
C0040682,DISRUPTS,C0061202
C0282624,COEXISTS_WITH,C0150706
C0162638,LOCATION_OF,C1257975
C0419095,TREATS,C0442804
C0027882,LOCATION_OF,C0205099
C0086418,PROCESS_OF,C0699790
C0027651,COEXISTS_WITH,C1708566
C1417769,LOCATION_OF,C0334227
C0009402,TREATS,C1700929
C1171362,PROCESS_OF,C0034693
C0012634,AFFECTS,C0009402
C0172537,PART_OF,C0006826
C0040300,LOCATION_OF,C0812222
C0150312,DIAGNOSES,C1510438
C0026882,ISA,C1517649
C0872084,ASSOCIATED_WITH,C3272108
C0010054,AFFECTS(SPEC),C2681352
C0029250,PART_OF,C0030705
C0021760,AFFECTS,C1850165
C0007113,COEXISTS_WITH,C0039082
C0003209,ISA,C0538927
C0021368,LOCATION_OF,C0020885
C0050668,STIMULATES,C4048280
C0242957,PART_OF,C0030705
C0003241,INTERACTS_WITH,C3657270
C0008370,CAUSES,C0860204
C0031142,PROCESS_OF,C0030705
C0596263,COEXISTS_WITH,C0032580
C1416699,ASSOCIATED_WITH,C0596263
C0596263,COEXISTS_WITH,C0032584
C1418630,LOCATION_OF,C0030705
C0001418,DISRUPTS,C3470496
C1510438,USES,C0282547
C0009375,ASSOCIATED_WITH,C1364113
C0017097,ISA,C0039082
C0206194,PROCESS_OF,C0877373
C0376358,PROCESS_OF,C0683971
C0032787,AFFECTS,C0013459
C1302401,ASSOCIATED_WITH,C0032824
C0006826,CAUSES,C0879290
C1523298,PROCESS_OF,C2239176
C1517495,ASSOCIATED_WITH(INFER),C0009402
C2939419,CAUSES,C0009402
C0027626,COEXISTS_WITH,C1317608
C0087130,PREDISPOSES,C0206754
C0027651,TREATS(INFER),C3850079
C0007130,PROCESS_OF,C0030705
C0021044,DIAGNOSES,C3273990
C0008838,COEXISTS_WITH,C0728747
C0018965,ISA,C1457887
C0040300,LOCATION_OF,C0812241
C0870883,AFFECTS,C0007634
C0021853,LOCATION_OF,C1706912
C1422820,AFFECTS,C0000934
C0877373,COEXISTS_WITH,C1527249
C1334532,COEXISTS_WITH,C0879393
C0087111,TREATS(INFER),C0007102
C0040300,DISRUPTS,C1424462
C1424212,COEXISTS_WITH,C0012854
C0030705,PROCESS_OF,C0085413
C1366524,COEXISTS_WITH,C0017337
C1290886,ASSOCIATED_WITH,C0031727
C1285092,LOCATION_OF,C0279637
C0011860,AFFECTS,C0043094
C0141981,TREATS,C0009806
C0022885,MEASURES,C0013765
C0596263,COEXISTS_WITH,C0032568
C1709846,USES,C1510438
C0079278,COEXISTS_WITH,C0543467
C0007102,TREATS,C0387539
C1412181,INTERACTS_WITH,C0003250
C0017797,LOCATION_OF,C0334227
C1413569,ASSOCIATED_WITH,C0332448
C0206754,LOCATION_OF,C0229526
C0087111,TREATS(INFER),C0007113
C0016360,NEG_AFFECTS,C0027651
C0030705,PROCESS_OF,C0085423
C0003614,COEXISTS_WITH,C1510475
C0021083,USES,C3658706
C4525742,PROCESS_OF,C0030705
C0686619,PREDISPOSES,C4035673
C0009932,TREATS,C0877071
C0021234,USES,C0031150
C0678812,TREATS(INFER),C0007102
C0278701,ISA,C0024623
C0013227,AFFECTS,C1956422
C1424250,STIMULATES,C4277543
C0178874,PREDISPOSES,C0812445
C0018270,DISRUPTS,C0066248
C0072108,PROCESS_OF,C0026882
C0206754,TREATS,C3539919
C0015733,LOCATION_OF,C0000975
C0030305,COEXISTS_WITH,C0012359
C1334111,INTERACTS_WITH,C1101610
C0751429,NEG_TREATS(INFER),C0007102
C0014597,PART_OF,C0009368
C4038855,TREATS,C0747742
C0026237,PART_OF,C0010868
C0009402,TREATS,C0024203
C0030705,ADMINISTERED_TO,C0006098
C0087111,CAUSES,C0009319
C1273428,PRECEDES,C0085533
C1155661,PROCESS_OF,C0678941
C0221198,ISA,C0025570
C0030705,ADMINISTERED_TO,C1706711
C0006826,AFFECTS,C0021852
C0006826,AFFECTS,C0021853
C0021758,STIMULATES,C0024432
C0017636,PROCESS_OF,C0086418
C0332448,COEXISTS_WITH,C1336515
C0153446,PREDISPOSES,C0302180
C0028754,PROCESS_OF,C0599755
C0431085,INTERACTS_WITH,C0312740
C0149955,PART_OF,C0001675
C1417497,AFFECTS,C1269955
C0019144,TREATS,C0677950
C0012472,ISA,C0033559
C0069717,INTERACTS_WITH,C3657270
C2982391,INTERACTS_WITH,C3494264
C0006826,TREATS(INFER),C0087111
C0940842,CAUSES,C0877248
C0027651,TREATS(INFER),C0009274
C0007097,ASSOCIATED_WITH,C0022457
C0682523,LOCATION_OF,C0967993
C0024121,TREATS,C1718097
C0162638,LOCATION_OF,C3179121
C0180279,USES,C0007584
C0025933,PROCESS_OF,C0021368
C0030705,TREATS,C0183941
C1825598,ASSOCIATED_WITH,C0206754
C0879393,LOCATION_OF,C0040300
C0475358,LOCATION_OF,C0385333
C0445623,AFFECTS,C0949059
C0030705,ADMINISTERED_TO,C1451001
C0334292,COEXISTS_WITH,C0333983
C1334425,LOCATION_OF,C1518275
C0753723,PROCESS_OF,C0026882
C0596902,PART_OF,C0230840
C4277543,STIMULATES,C1567292
C0221284,PROCESS_OF,C0086982
C0250400,LOCATION_OF,C0040300
C3849574,STIMULATES,C0247952
C1318968,CAUSES,C0006613
C1550227,LOCATION_OF,C0267926
C0030705,PROCESS_OF,C3250649
C0599755,NEG_TREATS,C0220908
C0002475,COMPARED_WITH,C0002475
C0003211,ISA,C0027396
C0281361,LOCATION_OF,C0024109
C0027651,PREDISPOSES,C2681660
C0067228,AFFECTS,C0015161
C1874451,USES,C0015252
C0009450,TREATS,C0192398
C0015691,ISA,C0006521
C0014859,TREATS(INFER),C1955541
C1332126,DISRUPTS,C0007595
C1427665,COEXISTS_WITH,C0672250
C1513183,LOCATION_OF,C0746922
C0282639,LOCATION_OF,C0525129
C0023779,COEXISTS_WITH,C0243192
C0358591,ISA,C0081876
C0967223,LOCATION_OF,C0030705
C0031727,DISRUPTS,C0007102
C0014609,LOCATION_OF,C0166059
C0243144,AFFECTS,C3887682
C0677886,TREATS(INFER),C3850079
C0030290,CAUSES,C0019065
C1883256,USES,C0596581
C0028778,TREATS,C0543467
C0169101,INHIBITS,C0525678
C1622501,CAUSES,C0378368
C0024485,LOCATION_OF,C0030274
C0752046,LOCATION_OF,C0040300
C1335302,PREDISPOSES,C2360551
C0221198,PREDISPOSES,C0205082
C0935989,TREATS,C1333768
C0008059,OCCURS_IN,C0021933
C0030705,PROCESS_OF,C0544886
C0277556,PREDISPOSES,C0332448
C0053800,PREDISPOSES,C0007102
C1749467,PART_OF,C0055966
C0027651,ASSOCIATED_WITH,C1419772
C0599755,TREATS,C0995188
C0677984,TREATS(INFER),C0671970
C1518440,STIMULATES,C1419805
C0677930,PROCESS_OF,C0086418
C0016977,PROCESS_OF,C0030705
C0028259,PART_OF,C1024753
C1421397,PREDISPOSES,C0009319
C0007138,DIAGNOSES,C0034606
C4055506,AUGMENTS,C0035549
C0596233,LOCATION_OF,C0282639
C0007102,PART_OF,C1522009
C0376520,STIMULATES,C0052059
C1561643,PREDISPOSES,C0596263
C0751416,PROCESS_OF,C0871489
C0013303,LOCATION_OF,C0879615
C0007634,NEG_LOCATION_OF,C0015153
C0009566,ISA,C0235974
C0001430,COEXISTS_WITH,C1334274
C0007589,PROCESS_OF,C2239176
C0178784,LOCATION_OF,C2923839
C0599779,PROCESS_OF,C0006826
C0086418,PROCESS_OF,C0940500
C0850292,PRECEDES,C3539919
C0003250,COMPARED_WITH,C0032042
C3494264,COMPARED_WITH(SPEC),C0028630
C1538039,LOCATION_OF,C0030705
C0027361,TREATS,C0436307
C0279516,TREATS,C0740441
C0206754,DIAGNOSES,C0872169
C3470592,LOCATION_OF,C0334227
C2945704,TREATS,C0027651
C2985566,TREATS,C0400966
C0537423,AFFECTS,C0038435
C1290884,TREATS,C0087111
C0242402,STIMULATES,C0019398
C0494164,LOCATION_OF,C0024109
C1310468,INTERACTS_WITH,C0242629
C0029005,ISA,C0133938
C0024109,LOCATION_OF,C0206695
C0540511,STIMULATES,C0022457
C0024109,LOCATION_OF,C0206696
C0009402,LOCATION_OF,C1305188
C0006098,TREATS,C0206623
C0003232,TREATS,C0030705
C0475358,LOCATION_OF,C0009402
C0193011,TREATS,C0582175
C0009402,DISRUPTS,C0079427
C0193398,TREATS,C0221198
C0087111,TREATS(SPEC),C0919691
C2610960,AUGMENTS,C0534519
C1325635,DISRUPTS,C1620102
C0012359,PROCESS_OF,C0030705
C0851346,AFFECTS,C0079225
C0039694,USES,C0699749
C0376452,DISRUPTS,C1423702
C0030705,ADMINISTERED_TO,C0344211
C0221198,TREATS,C0554063
C0948380,TREATS,C0683525
C0031117,PREVENTS,C0033972
C0162638,CAUSES,C0060397
C2939419,PREVENTS,C0028115
C0205645,LOCATION_OF,C1179187
C0009402,ISA,C0231170
C0034896,LOCATION_OF,C0007097
C0012984,PART_OF,C0982262
C1420699,LOCATION_OF,C0040649
C0376358,TREATS,C3896609
C0153440,TREATS,C0040613
C0012634,AFFECTS,C0034510
C0596263,PREDISPOSES,C0084340
C0020538,PROCESS_OF,C0030705
C0039082,PREDISPOSES,C0009402
C2744535,NEG_PREDISPOSES,C0007102
C1420322,INHIBITS,C1567665
C0027651,ASSOCIATED_WITH,C1419786
C0524865,ISA,C0677616
C0278484,AFFECTS,C0887909
C0566602,ISA,C0021053
C0069515,STIMULATES,C0042172
C2239176,TREATS,C0594374
C0282554,PREDISPOSES,C0242606
C0006141,LOCATION_OF,C0024485
C0021368,TREATS,C0058330
C0027651,ISA,C3472375
C0812241,PART_OF,C0278851
C0026809,PART_OF,C0123759
C0011923,DIAGNOSES,C0009402
C0042666,STIMULATES,C1420251
C0854750,CAUSES,C0006826
C0013216,NEG_AFFECTS(SPEC),C0948380
C0040300,PART_OF,C0012854
C0032594,AFFECTS,C0043240
C0877248,TREATS,C1868801
C0751075,AFFECTS,C0014695
C0009324,TREATS,C0085104
C0029939,AFFECTS,C0006826
C0042449,PART_OF,C0021852
C0162735,NEG_AFFECTS,C0040616
C1256770,AFFECTS,C0259972
C1825598,CAUSES,C0011065
C1706912,TREATS,C0871685
C0149955,COEXISTS_WITH,C0006826
C0021890,COEXISTS_WITH,C0027653
C2985398,CAUSES,C0008679
C0024109,LOCATION_OF,C0206623
C0543467,NEG_PREDISPOSES,C0919691
C0007620,PROCESS_OF,C0009402
C0685938,LOCATION_OF,C0021852
C0005558,METHOD_OF,C0282493
C0023269,LOCATION_OF,C0230168
C0281185,TREATS,C0033213
C0022378,LOCATION_OF,C1298201
C0020517,ISA,C0559546
C0299583,TREATS,C0030705
C0029250,AFFECTS,C3178810
C1299586,NEG_PREDISPOSES,C4289767
C0162638,CAUSES,C1334307
C0267467,ISA,C0012634
C1825598,PART_OF,C0677930
C0006141,DISRUPTS,C1537700
C2945704,TREATS,C0919691
C0400966,TREATS,C2985566
C0392209,COEXISTS_WITH,C0021368
C0016318,DIAGNOSES,C0242379
C0559546,AFFECTS,C0030705
C0686619,PROCESS_OF,C0030705
C0009378,DIAGNOSES,C1630409
C0450442,ISA,C0666743
C0220908,AFFECTS,C0683954
C0026846,AFFECTS,C0030705
C0030705,PART_OF,C0009402
C0030705,PROCESS_OF,C2347861
C1835841,PRODUCES,C0334227
C0007103,DIAGNOSES,C1519247
C0001430,PREDISPOSES,C3843646
C0015535,LOCATION_OF,C0214733
C0012634,PROCESS_OF,C0599755
C0008546,INHIBITS,C0025646
C0003461,LOCATION_OF,C0276264
C0007113,ASSOCIATED_WITH,C0017362
C1257909,INTERACTS_WITH,C1506592
C0677850,USES,C1872855
C0683525,TREATS(INFER),C0262401
C2987634,TREATS,C0007102
C0063695,STIMULATES,C0145947
C0537423,INTERACTS_WITH,C0431085
C1825598,ASSOCIATED_WITH,C3839280
C3538741,NEG_PART_OF,C0027651
C0267561,COEXISTS_WITH,C0010346
C1868801,TREATS,C0031142
C0007102,AFFECTS,C0003611
C0042769,ISA,C0012634
C0009375,ISA,C0017185
C0007102,DISRUPTS,C0079427
C3813556,AFFECTS,C2613367
C0079189,PART_OF,C0027651
C0543467,METHOD_OF,C0014327
C0283470,AFFECTS,C0041904
C1820119,AUGMENTS,C1424222
C0023828,ISA,C1720782
C0494165,COEXISTS_WITH,C0009402
C0678714,AFFECTS,C0006931
C0012873,INHIBITS,C0049065
C0685938,ASSOCIATED_WITH,C1823656
C0035139,PRECEDES,C0009274
C0006826,LOCATION_OF,C1258005
C0025266,PROCESS_OF,C0238003
C0387583,STIMULATES,C0039654
C0243144,DISRUPTS,C0005404
C0042196,ISA,C0199176
C1883256,TREATS,C0679246
C0598934,ASSOCIATED_WITH,C1563761
C0033551,INHIBITS,C0127615
C4321237,LOCATION_OF,C0927195
C0030705,TREATS,C0472699
C0018270,AFFECTS,C0027651
C0013227,PREDISPOSES,C0019080
C0030705,TREATS,C0183956
C0295967,ISA,C0033684
C0033684,PRODUCES,C1826944
C1333527,ASSOCIATED_WITH,C0009402
C0206750,INTERACTS_WITH,C0042776
C1881358,LOCATION_OF,C0016976
C0238198,LOCATION_OF,C0227411
C4055506,INHIBITS,C2827093
C3163918,LOCATION_OF,C0042449
C0282554,AFFECTS,C0027627
C1700929,COEXISTS_WITH,C1517942
C0043210,PROCESS_OF,C0559546
C0445115,USES,C0031148
C0007113,PREDISPOSES,C1417752
C0006826,NEG_ISA,C0278803
C0014442,PRODUCES,C0020282
C0024432,ADMINISTERED_TO,C0033684
C1564904,INTERACTS_WITH,C1412335
C1261473,PROCESS_OF,C0026809
C0006826,ASSOCIATED_WITH,C1414571
C3899478,ADMINISTERED_TO,C0030705
C0007621,AFFECTS,C0206677
C0012634,AFFECTS,C0445623
C0599755,PROCESS_OF,C4289767
C1564904,ASSOCIATED_WITH(INFER),C0007102
C0282639,LOCATION_OF,C0080055
C0017296,CAUSES(SPEC),C0009402
C2728259,INTERACTS_WITH,C0017428
C0302583,INTERACTS_WITH,C0033382
C0013216,TREATS(INFER),C0278803
C4042939,TREATS,C0027651
C0032584,DIAGNOSES,C3494253
C0596902,INTERACTS_WITH,C1453853
C0030705,OCCURS_IN,C0149978
C0193062,TREATS(INFER),C2936179
C1319315,ASSOCIATED_WITH,C1420267
C0021368,CAUSES,C1706912
C0019144,TREATS,C0085732
C0017262,AFFECTS,C0006826
C0001418,LOCATION_OF,C0004600
C4289767,PREDISPOSES,C3714514
C0007621,ISA,C0027651
C3816827,INTERACTS_WITH,C1418788
C0850639,PROCESS_OF,C0030705
C0699790,ASSOCIATED_WITH,C1823200
C1306294,TREATS,C2004459
C0024203,NEG_TREATS,C0030705
C0002763,ADMINISTERED_TO,C2985398
C0111208,INTERACTS_WITH,C0039194
C2829187,STIMULATES,C1421565
C0445623,INTERACTS_WITH,C2985398
C0009402,TREATS,C0376518
C0013227,INTERACTS_WITH,C0006560
C0238198,LOCATION_OF,C0227226
C1334532,COEXISTS_WITH,C0879290
C1332823,INTERACTS_WITH,C1332817
C3714738,TREATS(INFER),C0193062
C0005390,AFFECTS,C0227353
C0374711,TREATS,C0030705
C0578022,COEXISTS_WITH,C0012634
C0011900,METHOD_OF,C0041618
C0072402,INTERACTS_WITH,C0529494
C0000975,ISA,C0001128
C0030705,PROCESS_OF,C0036503
C0042105,AFFECTS,C0013303
C0879593,STIMULATES,C1426335
C0030705,LOCATION_OF,C0033684
C0205695,LOCATION_OF,C0227375
C0030705,TREATS,C1881814
C0021390,CAUSES,C0079225
C0004604,PROCESS_OF,C0043210
C3714514,TREATS,C0772313
C0006098,TREATS,C0279672
C0006826,ASSOCIATED_WITH,C1824430
C2984584,TREATS,C0345916
C0043210,TREATS,C0195495
C0032285,PROCESS_OF,C0004611
C0010709,AFFECTS,C1707934
C0033572,AFFECTS,C0027627
C2744535,INTERACTS_WITH,C0034392
C0016263,METHOD_OF,C0014441
C0002757,AFFECTS,C0596290
C0027361,PART_OF,C0017428
C0201811,USES,C2700166
C0205699,TREATS,C0281548
C0278252,AFFECTS,C1538561
C0023895,AUGMENTS,C0400966
C0948380,TREATS(INFER),C0281548
C0431085,LOCATION_OF,C0002210
C0007595,PROCESS_OF,C3898998
C0009402,ASSOCIATED_WITH,C1422040
C0009402,ASSOCIATED_WITH,C0751455
C0184661,ISA,C0678812
C1412958,ASSOCIATED_WITH,C2732618
C0870935,PROCESS_OF,C0009368
C2744579,AUGMENTS,C3894443
C0009566,ISA,C0558429
C0812198,INHIBITS,C0971116
C0221391,PREDISPOSES,C0007102
C0282554,ASSOCIATED_WITH,C0009375
C0424594,COEXISTS_WITH,C0021368
C0024432,LOCATION_OF,C1676759
C0439662,PREDISPOSES,C4055223
C0219510,ASSOCIATED_WITH,C0027651
C0030705,TREATS,C0193158
C0024660,PART_OF,C0021853
C0206727,ISA,C0027809
C2987120,DIAGNOSES,C0019637
C0007097,TREATS,C0436307
C2610958,AFFECTS,C1566558
C0242853,ISA,C0080058
C0029473,COMPARED_WITH,C2744535
C0015535,DIAGNOSES,C0009450
C0034606,PRECEDES,C0194810
C1518440,DISRUPTS,C0040982
C0596290,CAUSES,C0162638
C1882062,TREATS,C0543467
C0024623,TREATS,C0246421
C0180459,USES,C0042655
C0033684,INTERACTS_WITH,C0013227
C1292533,PART_OF,C0242379
C0015672,COEXISTS_WITH,C4321237
C1443775,TREATS,C0030705
C0009402,TREATS(INFER),C0936077
C1285092,PART_OF,C0026682
C0001418,COEXISTS_WITH,C0162638
C0013227,INTERACTS_WITH,C0069906
C0007097,LOCATION_OF,C0007874
C0014442,ISA,C0034348
C0077503,COMPARED_WITH,C1417708
C0009404,DIAGNOSES,C0009378
C0022646,PART_OF,C0021852
C0301872,AFFECTS,C0020969
C0198482,PREDISPOSES,C0400877
C0001675,PROCESS_OF,C4329281
C0150905,TREATS,C0087111
C0030705,PROCESS_OF,C0266811
C3495919,COEXISTS_WITH,C0242656
C2239899,AUGMENTS,C0009402
C4526534,TREATS,C0005910
C0031689,AFFECTS,C1156019
C0021665,ASSOCIATED_WITH,C0006826
C0085533,TREATS,C0024623
C4054230,LOCATION_OF,C1704247
C0206728,OCCURS_IN,C0030705
C0003850,CAUSES,C0001168
C0030705,ADMINISTERED_TO,C0393005
C0001675,PROCESS_OF,C1457887
C0596290,MANIFESTATION_OF,C2939419
C0152060,USES,C0013227
C0013203,AFFECTS,C1101610
C0021390,PREDISPOSES,C0012155
C0030705,PROCESS_OF,C0012739
C0184898,METHOD_OF,C0185115
C1417249,INTERACTS_WITH,C0024432
C0034606,DIAGNOSES,C0460048
C0006826,PART_OF,C0819757
C0009368,LOCATION_OF,C0015691
C0149663,LOCATION_OF,C0221941
C0334227,AUGMENTS,C0301818
C1112211,LOCATION_OF,C0042449
C0027361,PART_OF,C0017473
C0115305,LOCATION_OF,C0225336
C0009402,PREDISPOSES,C1431046
C0920467,LOCATION_OF,C0031153
