C0445117;Neoplasm present
C0812278;Plants
C1514845;Toxic effect
C0887832;Mass Spectrometry
C0031093;Bacteria
C0680063;Offspring
C0031099;Tannerella forsythia
C0886515;Extracellular
C2919010;Chest
C0812270;Long Term Survivorship
C3669246;Homo sapiens
C0081714;Colon Carcinoma
C0887840;Neoplasms
C0812265;ATP8A2 protein human
C0536615;Epithelial Cells
C4321267;Neoplasms
C0441476;removal technique
C1415158;RNA Long Untranslated
C1415157;Adenocarcinoma
C0079427;Polyubiquitination
C1538830;TRIB2 gene
C1368354;geriatric patients
C0079429;Genes vif
C0200635;Rectal Carcinoma
C1537502;Guanine Nucleotide Exchange Factors
C1427130;Tumor Cell Invasion
C0535350;Transcription Genetic
C2827774;Severe colitis
C1416491;Surgical Procedures Laparoscopic
C1513528;DDX53 gene
C0887829;fatty acid metabolism
C1427145;Carcinogenesis
C1514850;Mutation
C0079419;Metabolic Profile
C1837594;UHRF1 gene
C2827787;Anti-Bacterial Agents
C3840736;Colectomy
C0043053;Disease
C1427148;Metastatic Lesion
C0607430;Lectin
C1442760;inflammatory response
C0043047;Neurologic Deficits
C0043046;Wasting Syndrome
C0068788;Membrane Potential Mitochondrial
C0031066;Dehiscence
C0427184;No incoordination
C0935929;Hydroxymethylglutaryl-CoA Reductase Inhibitors
C0439165;Percent (qualifier value)
C0128897;Pancreas
C1415188;Primary sclerosing cholangitis
C0044369;1-dodecylpyridoxal
C4289970;Patients
C0850541;foley catheter removal
C1415181;GOT1 gene
C3814448;Endoscopic dilatation
C1825598;Gases
C2754343;SMAD4 gene
C0394664;skin toxicity
C1427164;Transcription Genetic
C1538823;Carcinogenesis
C0536651;Flavonoids
C0201975;Cell Count
C3826426;cohesins
C0442797;First Degree Relative
C0043031;Hemorrhage
C1428499;SDAD1 gene
C3827754;Tumor Infiltrating Macrophages
C0019398;Pyrroles
C3814236;cell growth
C0079460;Diffuse Large B-Cell Lymphoma
C1417530;Jejunal mucous membrane
C0116973;Eudragit L
C4225412;Splenomegaly
C1008916;sphingosine 1-phosphate
C1622572;T cell costimulation
C0332677;Major injury
C0103647;Cytoplasm
C1417547;PCDH7 gene
C0033692;Extracellular Matrix
C0006098;Frail
C1332075;Ovarian Carcinoma
C1332070;refractory cancer
C0332685;Thermal injury
C1151154;Tumor cells malignant
C2715081;bis(135-benzenetricarboxylate)tricopper(II)
C1622567;lymphocyte costimulation
C0079459;Immune Cell
C0043012;Patients
C1705859;RNA metabolic process
C0031039;Fruquintinib
C0033680;Radionuclide Imaging
C1442514;MAPKAPK2 gene
C0033684;ZBTB33 gene
C0031021;Body tissue
C0079488;Peptic Ulcer
C1418880;RPL4 gene
C0019372;Patients
C0021699;Gastric mucosa
C1428200;Transitional cell carcinoma of bladder
C1704532;Localized Malignant Neoplasm
C0020361;Acids
C0033687;RAB27A wt Allele
C1704537;Study
C1704536;Self Expandable Metallic Stents
C1417566;Cohort
C0742597;Patients
C0006079;Carcinoma
C3853822;1-(4-((4-(dimethylamino)piperidin-1-yl)carbonyl)phenyl)-3-(4-(46-dimorpholin-4-yl-135-triazin-2-yl)phenyl)urea
C3839524;Impaired cognition
C0079471;Mutation
C0586519;Neoplasms
C0141947;Wnt Signaling Pathway
C0754570;HCT116 Cells
C1368066;Patients
C0032343;Male population group
C0033677;Pancreaticoduodenectomy
C0031019;tomography
C0790233;Distilled water
C0536217;Receptors Tumor Necrosis Factor Member 10b
C0034991;Stable Disease
C1418824;Stomach
C0018026;Immunostimulating conjugate (antigen)
C0034993;Hospitals
C1319072;Screening procedure
C1608239;Specimen Type - Bile fluid
C0020349;Birth
C0021670;Hypoglycemia
C0033666;Ubiquitination
C0368663;Pharmaceutical Preparations
C0562508;Hospitals
C0982262;Rattus norvegicus
C0019369;Herpesviridae
C1417504;Patients
C1417505;Primary malignant neoplasm
C1333362;Adenocarcinoma Cell
C0032320;monooxyethylene trimethylolpropane tristearate
C1151115;Quercetin
C0019360;Patients
C0283149;PKN1 protein human
C2984584;Carcinoma in Situ
C1859049;Cancer Patient
C2984586;Liver neoplasms
C1417507;MVD gene
C1333368;Program
C0034987;Tandem Repeat Sequences
C0032326;Patients
C1334699;Lipoma
C1418844;DNA
C1333355;Cultured Cell Line
C0006020;CD69 protein human
C0033640;DFNA5 gene
C0319634;Genus Tuber (fungus)
C0022984;Mus
C0022983;Patients
C0021655;Hyperinsulinism
C1418840;PPP2R2C gene
C0343387;treatment guideline
C0343386;Inflammatory disorder
C0127615;skin toxicity
C0018019;Capra hircus
C1418854;PPT1 gene
C2703093;bortezomib
C0019348;Herpes Simplex Infections
C0006030;Cultured Cell Line
C0020332;Malignant Neoplasms
C0021665;TCEAL2 gene
C0007367;alginate
C0020336;SIAH2 gene
C0021666;Cancer-Associated Fibroblasts
C0729596;Edema
C0729595;IMPACT gene
C1622501;Membrane Potential Mitochondrial
C0742558;Animal Disease Models
C0033631;Protein Hydrolysates
C0742559;Rectum excision (procedure)
C0034963;Natural regeneration
C0033634;STAT3 gene
C1332018;protein expression
C0345904;LIAS gene
C0345905;Primary Malignant Liver Neoplasm
C0019317;geriatric patients
C0222181;analgesic effect
C0008662;MIR770 gene
C0007332;GA-Binding Protein Transcription Factor
C0008664;ALOX5 gene
C3537453;GBA wt Allele
C0008668;Mucins
C0345907;Patients
C0021634;Transanal Minimally Invasive Surgery
C3826297;Pathogenic fungi
C1537388;HSPB6 gene
C3178775;Eosinophilic inflammation
C1537383;Body tissue
C1333336;CXCL1 gene
C1333321;Duodenal Gastrin-Producing Neuroendocrine Tumor
C0345916;Duodenal Neoplasms
C0019328;Male population group
C0754515;epithelial to mesenchymal transition
C0741204;Arteries
C0021641;Hepatocyte
C0008679;Persons
C0597252;Plant Development
C0033618;Protein Binding
C1512072;Nitric Oxide
C0427514;bevacizumab
C0046917;Accumulation
C3178793;Messenger RNA Isoforms
C0960880;angiotensin converting enzyme 2
C3178790;Endoscopic Submucosal Dissection
C0222169;Secondary Neoplasm
C0022942;Intestines
C0033607;Saquinavir
C2347813;Cmax
C0010961;Erythema
C1335962;Western Blotting
C0022959;Leptocyte
C0022957;Esophageal Neoplasms
C0019305;protrusion
C1742862;Transsexual (finding)
C0008651;SMC1A gene
C1299802;Patients
C0333951;Aging
C0008652;Tumor Suppressor Genes
C0729555;Patients
C0021622;Biometry
C0010979;Daphnia
C0333957;Cell Count
C0034927;Suspected malignancy
C0332624;Neoplastic Cell
C0586596;XAF1 gene
C0235480;Kidney Transplantation
C1333308;Carcinoma
C1335965;Signet Ring Cell Gastric Adenocarcinoma
C1335951;Woman
C1335952;Ascending colon
C1742831;dotatate gallium ga-68
C0022924;Hyperlactatemia
C0562577;Mocking
C1321301;Genes Regulator
C0008625;Colorectal Carcinoma
C0008628;Neoplasms
C0010947;Malignant neoplasm of lung
C2960520;patient is female
C0586544;Epididymis
C0258174;Myeloid-Derived Suppressor Cells
C1825708;Chronic Obstructive Airway Disease
C1261209;Midline incision
C0022938;Colonic mucous membrane
C0599871;American College of Cardiology/American Heart Association Lesion Complexity Score C
C0345958;Male population group
C0599874;Patients
C0008630;Chronic Obstructive Airway Disease
C0008633;Genome
C0007301;Cartilage
C1176475;Breast
C2960517;Stage III Colon Cancer
C0009968;Abnormality of mitochondrial metabolism
C0010957;Tissue damage
C0333977;Cystic Adenomatoid Malformation of Lung Congenital
C0599878;partial response
C3178744;Mus
C0368608;Diarrhea
C0022907;Homo sapiens
C0333983;TFF1 protein human
C0009933;Placebos
C0009932;exhaust
C1175175;BRD4 gene
C0010927;temozolomide
C3178754;Malignant neoplasm of prostate
C1536078;Carcinoma of lung
C3890853;Transcription Genetic
C0022917;Cells
C0009940;Convalescence
C0333992;Acanthoma Clear Cell
C0010934;Dactinomycin
C0333997;Mucous Membrane
C1335929;Patients
C0199242;Anticoagulant prophylaxis
C3178761;High-Risk Cancer
C1826955;RUFY3 gene
C1826954;Histone H3 Lysine 9
C1825625;Transformation function
C2585282;Blood glucose concentration
C1563722;Malignant Neoplasms
C1512127;Patients
C1334703;American College of Cardiology/American Heart Association Lesion Complexity Score C
C1334702;Male population group
C1826944;Colorectal Neoplasms
C4019079;Patient Transition
C0633372;Signal Transduction Pathways
C0150077;Broken skin
C4019071;Prophylactic treatment
C0009924;Contrast Media
C4082333;SNHG14 gene
C1563732;Birth
C1536105;Pericardial effusion
C1512117;Patients
C0452453;melanoma
C1275863;Disease
C1825602;Chronic Obstructive Airway Disease
C0452423;Colorectal Carcinoma
C0209143;Lysine
C2106772;Proctopexy
C1563740;Macrophage Activation Syndrome
C2346449;sorafenib
C1563744;Lipogenesis
C4297010;Malignant tumor of colon
C1537403;Mus
C0683626;human group
C0947828;Patients
C0440447;ALCAM protein human
C1524102;Lipid droplet
C0174045;Motility
C0908273;Diastasis
C1285240;Diabetes Mellitus Non-Insulin-Dependent
C0656017;Blood
C4019053;Satoyoshi syndrome
C0009905;Digestive System Disorders
C0150093;Hospitals
C0150094;CONSECUTIVE SAMPLE
C4528750;Carboplatin
C0235401;Hepatitis C
C0947833;Billroth I Procedure
C1441165;Polymers
C3946033;Bacteria
C0222146;Paget Disease Extramammary
C4084937;Bacterial Infections
C3538741;Stomach Carcinoma
C1261287;Cholestatic liver disease
C1512167;XAF1 gene
C0669372;Epithelial Cells
C0190979;Assay
C0246118;Peptides
C0836189;Observation - diagnostic procedure
C0234122;Inhibitory potential
C1442495;Neoplasm Metastasis
C0682356;Witnesses
C0259419;HCT116 Cells
C0597298;CEP131 gene
C0452415;Persons
C0597297;CEP131 gene
C0597295;MicroRNAs
C1428195;Cells
C0452410;Dietary Fats
C3658228;S100B gene
C4072935;ileum
C1537472;Myeloid Leukemia Chronic
C0682346;program participant
C0440438;SMAD4 gene
C0175325;Gallbladder
C0427460;Colorectal Carcinoma
C1537447;Cell Proliferation
C4045363;Carcinogenesis
C1826968;Glycoproteins
C3658208;Non-infective diarrhea
C3538756;Symptoms
C1454489;PTPRF gene
C0669365;Body tissue
C3816904;Immune Cell
C0682323;Partner in relationship
C3658200;Cultured Cell Line
C0234112;CXCL1 gene
C1416167;IGKJ2 gene
C1417499;Colorectal Cancer
C0392339;Malignant neoplasm of lung
C1442457;2 Weeks
C0330090;Flavones
C1417493;Carcinogenesis
C1417494;Primary malignant neoplasm of lung
C0067518;N-(4-aminophenethyl)spiroperidol
C1417496;Neoplasms Fibrous Tissue
C1417497;Small intestine carcinoma
C1428141;mRNA Expression
C0054201;Patient Discharge
C1441129;radioactive iodine
C1443775;epidermal growth factor receptor signaling pathway
C1825692;HT29 Cells
C0526950;Syndrome
C1824365;Body tissue
C0476481;Patients
C4274302;Moxibustion
C1836348;Muscular Atrophy
C1611835;Specialist
C0538927;Anti-Inflammatory Agents
C1609502;Veins
C1825689;KIAA1429 gene
C0067533;Inflammatory Bowel Diseases
C1514727;ras Proteins
C1514725;Rare Lesion
C0549622;Malignant Female Reproductive System Neoplasm
C0056889;House mice
C1428162;neuronal
C4274338;Patients
C0163305;pyrrolidine dithiocarbamate
C4288963;Sexually Transmitted Diseases
C1824348;Cancer Patient
C3273256;Observation - diagnostic procedure
C1514714;Rag1 Mouse
C3273253;BRAF gene
C0055568;Cholic Acid
C0055565;Epithelial Cells
C2911645;Mus
C1372955;Ulcerative Colitis
C0163314;Serum
C1837655;Multifactorial
C1299895;Rare Diseases
C4287665;Butyrate-Producing Bacteria
C1418788;MNX1-AS1 gene
C0525678;silence
C3815648;Malignant tumor of colon
C1538716;Secondary malignant neoplasm of lymph node
C3815646;Adenocarcinoma Cell
C0079543;Invasive Carcinoma
C1418783;Infiltration
C1417453;Pharmaceutical Preparations
C0032290;Patients
C4310256;Placebos
C1538712;Body tissue
C1538714;Colorectal Carcinoma
C1823078;Catenins
C1525410;Mucous Membrane
C0032285;Multiple Organ Failure
C0068899;irinotecan liposomal
C0054252;Hysterectomy
C0055580;Bacteroides
C3853921;Author
C0524338;Elderly woman
C0524337;Lower abdominal pain
C0934502;Wall of large intestine
C1538720;MYL9 gene
C4274343;Patients
C1513400;Study
C1513403;Mesothelioma
C0947814;primary closure
C1428114;Microorganism
C0151317;Suppuration
C0066248;Gallic acid
C0524324;Patients
C0151313;Patients
C0019294;Hernia
C0392355;Neoplasms
C0078238;Cyclic AMP Response Element
C0020282;Illness (finding)
C0020281;Tumor cells malignant
C0812198;N-Cadherins
C1514760;Receptor Cell
C1861303;Plant seeds
C0836131;Cell Count
C0020291;Deubiquitinating Enzymes
C0020295;Macrophage Activation Syndrome
C0081876;Proton Pump Inhibitors
C0200765;Cytometry
C0032268;Pneumocephalus
C0141981;Laxatives
C1153706;Bacteremia
C0007292;Colorectal Carcinoma
C0007294;tocophersolan
C2681088;Colon Carcinoma
C1151028;oxidoreductase activity
C0019270;Adenocarcinoma
C0752063;Enzymes
C3178814;Exome
C2728259;EZH2 gene
C0078257;Pharmaceutical Preparations
C0559004;Patients
C1705969;Colorectal Cancer
C3178812;Tetraspanins
C3178810;Chronic Obstructive Airway Disease
C1704632;atezolizumab
C0033572;Core needle biopsy
C0033573;Locally Advanced Malignant Neoplasm
C0019284;protrusion
C1417660;YBX1 gene
C1417663;multicatalytic endopeptidase complex
C2239875;Colorectal Carcinoma
C3178824;CDC2 Protein Kinase
C0033575;Patients
C0033578;Prostatic Neoplasms
C0345873;Neoplasm of rectosigmoid junction
C0033579;Patients
C0994163;Biliary stricture
C0007271;Intestines Small
C1417679;Neoplasms
C0033563;Dynamics
C0021576;Cyclophosphamide
C0332575;Insulin-Like Growth Factor I
C0332573;Child
C0034896;Surgical procedure finding
C0034895;Woman
C0345883;Neoplasm of anal canal
C0034897;high-risk group
C0752046;CYP1A1 gene
C4239921;Present
C0007284;Carp fish
C0852920;SMOX gene
C0007286;Carpal Tunnel Syndrome
C0033551;PTGS2 protein human
C0034882;radiologist
C0079595;Neoplasm of small intestine
C0007289;Edema
C0021585;Larva
C2239899;Helper-Inducer T-Lymphocyte
C0559031;Anti-Antibodies
C0034885;Malignant tumor of colon
C0033554;Iodides
C0034884;Rectal Fistula
C0034887;Surgical Endoscopy
C1550291;Macrophage Activation Syndrome
C0032225;malignant disease
C1550297;Kidney Failure Acute
C0034888;Persons
C0032227;Krukenberg Tumor
C0345893;Child
C0345891;Intestinal polyposis syndrome
C0033559;Prostaglandins E
C1332166;PET/CT scan
C4022853;Relative (related person)
C0019236;Herbicides
C0022885;Luciferases
C0008586;Secondary carcinoma
C0022886;Institutes
C3853758;TP53 gene
C0007258;Body tissue
C3166861;Neoplasms
C0599909;stress related disorder
C1705924;TAC1 wt Allele
C1705920;Species
C1418951;MTOR gene
C0007262;Carnitine O-Palmitoyltransferase
C1956108;Retinal Vein Occlusion
C0019247;Localized Malignant Neoplasm
C0034861;Esophageal Neoplasms
C1956109;Colorectal Neoplasms
C0045510;C57BL/6 Mouse
C0007269;Adipose tissue
C0019240;Herb
C1956100;Polyunsaturated Fatty Acids
C0379214;miriplatin
C0599918;Patients
C0634829;Esters
C0021562;inpatient
C0995456;Alloprevotella
C0032200;Carcinogenesis
C0034865;Recombination Genetic
C3841787;7 - 9
C0032207;oxaliplatin
C1418963;Inflammasomes
C0296594;Colorectal Carcinoma
C1443924;Patients
C1176309;multicatalytic endopeptidase complex
C0019212;Complication
C0008562;Isolation procedure
C0008565;Carbon
C1176306;Substance P Receptor
C1455900;Woman
C0020205;SNAP receptor
C1321489;Sebaceous Gland Neoplasms
C0033529;Malignant tumor of colon
C0200931;Neoplasms
C2911690;Disease Controlled
C1705947;Diffuse Large B-Cell Lymphoma
C0033522;Gastrectomy
C1418975;Cohort
C0008574;Control Groups
C1334791;Moderately Differentiated Malignant Neoplasm
C0021547;Growth
C0022877;Antenatal screening procedures
C0139706;Colorectal Carcinoma
C0562641;Pathogenic organism
C0021540;Patients
C0034840;Reading Frames (Nucleotide Sequence)
C0034845;Tumor cells malignant
C0033513;Tumor cells malignant
C0597360;receptor expression
C0021516;nerve supply
C3178892;Therapeutic procedure
C0743997;Appendix
C0740005;Obstruction
C0596036;Toxic effect
C0008546;Methionine
C1322797;Transverse colon
C0010868;Mitochondria
C0969119;Deacetylation
C1538595;other medicated shampoos in ATC
C1332126;Wnt Signaling Pathway
C0034833;Receptors Progesterone
C1332125;CSNK1A1 gene
C1201698;Polysaccharides
C0034835;PARP14 gene
C1332110;Woman
C0007220;Cardiovascular Agents
C1418914;Patients
C0008551;Ubiquitin
C0007222;Chronic diarrhea
C3826170;Seizures
C0596043;Cytoplasm
C0008559;Mass Spectrometry
C1970431;Persons
C0297858;Neoplasms
C0441729;Type 1
C0402112;Tumor Progression
C0019209;Hepatomegaly
C0022827;SLC6A2 protein human
C2742502;Proteinuria
C1550229;Aneurysm
C1550227;Congenital dilatation
C0008520;House mice
C0597345;TP53 Gene Mutation
C1956110;Evaluation
C1538577;Physiological Processes
C2095755;Primary malignant neoplasm of uterine cervix
C0034817;Receptors Immunologic
C0235592;Cervical lymphadenopathy
C0010843;Malignant Neoplasms
C0597357;Gene Expression Regulation
C0597356;Tumor tissue sample
C0597354;APLNR gene
C0034805;Rattus norvegicus
C0947795;Hepatectomy
C0034804;intracellular signal transduction
C0034807;Stem cells
C1538589;Prostaglandin Receptor
C1702088;Attention
C1970415;FTO gene
C0332501;Cancer Stem Cells
C0597358;receptor binding
C0010852;Cytoskeletal Proteins
C1334756;Disease
C0034800;physiological aspects
C0332509;Liver
C0034802;Extracellular Signal Regulated Kinases
C0010853;TRANSCRIPTION FACTOR
C0960756;Tumor Progression
C3537372;DNA
C1837808;RNA Messenger Splicing
C0333848;Russell body
C0010825;NR4A2 protein human
C1261322;Multimodal Imaging
C0598658;ERBB3 Receptor Protein-Tyrosine Kinase
C0010823;Colectomy
C0547070;Stage IV Colon Carcinoma
C0345836;Ileal Cancer
C0345832;Intussusception
C0022818;Sarcosine
C3538699;Histocompatibility Antigens Class I
C0729650;Health care facility
C0886296;Patients
C0008519;Duodenum
C0332523;geriatric patients
C1261317;Patients
C0742615;Diet Mediterranean
C1825819;Cell Invasion
C0010834;BATF2 gene
C1333402;Colorectal Carcinoma
C3889729;Rectal Carcinoma
C1550269;Jugular Internal
C1550266;Body Fluid Discharge
C3178870;Chronic liver disease
C0586688;Intrahepatic Cholangiocarcinoma
C0009812;Patients
C0009813;Constriction procedure
C0009818;Large Mass
C0010803;Neoplasms Fibrous Tissue
C0009817;Long-Term Synaptic Depression
C1704693;Stem cells
C0333865;Cytologic atypia
C0597304;zymogen activation
C0010806;Neoplasms
C0586686;Malignant Neoplasms
C1334721;Intestines Small
C1550262;Veins
C0742608;Mucous Membrane
C0246283;Heat-Shock Proteins 70
C0599973;Uterus
C0333873;Anal canal
C1564881;Family
C3890735;Stomatitis
C0010815;Cytokinins
C0010813;caspase-3
C0010818;HIV
C1262620;Participant
C0333875;Vitamin B 12
C0598647;iboga alkaloid
C1334715;Metastatic carcinoid tumor
C0223552;Magnetic Resonance Imaging (MRI) of Pelvis
C1538632;Nucleic Acids
C3539919;Diagnostic radiologic examination
C1538631;Up-Regulation (Physiology)
C0671771;Tryptophan
C4045494;ribociclib
C0056912;colon rectal
C0009807;Constitutions
C0009806;Symptoms
C1334818;Benign Neoplasm
C3250643;Cancer stage i
C1334811;Epithelioma
C3250649;Patients
C1334810;Mucinous Lesion
C0632197;Signal Transduction Pathways
C0935727;Medical Devices
C1539941;Insulin-Like Growth Factor I
C0427385;CD69 protein human
C1538613;Cooper
C1538615;Tumor cells malignant
C3720715;Polysaccharides
